"Código provincia";"Código Municipio";"NOMBRE";"Población total";"Varones ";"Mujeres"
"05";"2320";"Serrada (La)";137;69;68
"05";"2336";"Serranillos";438;225;213
"05";"2341";"Sigeres";81;38;43
"05";"2354";"Sinlabajos";248;128;120
"05";"2367";"Solana de Ávila";225;122;103
"05";"2373";"Solana de Rioalmar";303;162;141
"05";"2389";"Solosancho";1.088;567;521
"05";"2392";"Sotalbo";267;137;130
"05";"2406";"Sotillo de la Adrada";3.522;1.747;1.775
"05";"2413";"Tiemblo (El)";3.756;1.893;1.863
"05";"2428";"Tiñosillos";761;401;360
"05";"2434";"Tolbaños";135;66;69
"05";"2449";"Tormellas";110;54;56
"05";"2452";"Tornadizos de Ávila";356;176;180
"05";"2471";"Torre (La)";446;244;202
"05";"2465";"Tórtoles";127;66;61
"05";"2490";"Umbrías";177;93;84
"05";"2510";"Vadillo de la Sierra";167;92;75
"05";"2525";"Valdecasa";118;61;57
"05";"2531";"Vega de Santa María";143;78;65
"05";"2546";"Velayos";278;136;142
"05";"2562";"Villaflor";168;88;80
"05";"2578";"Villafranca de la Sierra";232;127;105
"05";"9053";"Villanueva de Ávila";552;279;273
"05";"2584";"Villanueva de Gómez";146;70;76
"05";"2597";"Villanueva del Aceral";202;92;110
"05";"2601";"Villanueva del Campillo";216;111;105
"05";"2618";"Villar de Corneja";83;42;41
"05";"2623";"Villarejo del Valle";508;262;246
"05";"2639";"Villatoro";235;136;99
"05";"2644";"Viñegra de Moraña";98;53;45
"05";"2657";"Vita";118;72;46
"05";"2660";"Zapardiel de la Cañada";204;103;101
"05";"2676";"Zapardiel de la Ribera";146;73;73
"06";"0016";"Acedera";1.001;527;474
"06";"0021";"Aceuchal";5.240;2.595;2.645
"06";"0037";"Ahillones";1.227;602;625
"06";"0042";"Alange";2.035;1.042;993
"06";"0055";"Albuera (La)";1.788;914;874
"06";"0068";"Alburquerque";5.660;2.843;2.817
"06";"0074";"Alconchel";2.153;1.058;1.095
"06";"0080";"Alconera";746;371;375
"06";"0093";"Aljucén";230;125;105
"06";"0107";"Almendral";1.516;755;761
"06";"0114";"Almendralejo";27.443;13.385;14.058
"06";"0129";"Arroyo de San Serván";3.994;2.062;1.932
"06";"0135";"Atalaya";374;176;198
"06";"0140";"Azuaga";9.091;4.589;4.502
"06";"0153";"Badajoz";134.710;65.330;69.380
"06";"0166";"Barcarrota";3.744;1.904;1.840
"06";"0172";"Baterno";411;213;198
"06";"0188";"Benquerencia de la Serena";1.075;550;525
"06";"0191";"Berlanga";2.716;1.322;1.394
"06";"0205";"Bienvenida";2.366;1.222;1.144
"06";"0212";"Bodonal de la Sierra";1.280;663;617
"06";"0227";"Burguillos del Cerro";3.346;1.624;1.722
"06";"0233";"Cabeza del Buey";6.067;2.977;3.090
"06";"0248";"Cabeza la Vaca";1.666;819;847
"06";"0251";"Calamonte";6.003;3.011;2.992
"06";"0264";"Calera de León";1.118;560;558
"06";"0270";"Calzadilla de los Barros";845;414;431
"06";"0286";"Campanario";5.777;2.809;2.968
"06";"0299";"Campillo de Llerena";1.784;872;912
"06";"0303";"Capilla";228;107;121
"06";"0310";"Carmonita";680;352;328
"06";"0325";"Carrascalejo (El)";37;19;18
"06";"0331";"Casas de Don Pedro";1.766;878;888
"06";"0346";"Casas de Reina";254;120;134
"06";"0359";"Castilblanco";1.428;701;727
"06";"0362";"Castuera";7.526;3.733;3.793
"06";"0423";"Cheles";1.378;690;688
"06";"0378";"Codosera (La)";2.376;1.236;1.140
"06";"0384";"Cordobilla de Lácara";1.030;519;511
"06";"0397";"Coronada (La)";2.486;1.244;1.242
"06";"0401";"Corte de Peleas";1.283;644;639
"06";"0418";"Cristina";573;304;269
"06";"0439";"Don Álvaro";672;335;337
"06";"0444";"Don Benito";31.350;15.462;15.888
"06";"0457";"Entrín Bajo";682;338;344
"06";"0460";"Esparragalejo";1.552;754;798
"06";"0476";"Esparragosa de la Serena";1.138;562;576
"06";"0482";"Esparragosa de Lares";1.235;595;640
"06";"0495";"Feria";1.426;709;717
"06";"0508";"Fregenal de la Sierra";5.360;2.570;2.790
"06";"0515";"Fuenlabrada de los Montes";2.063;1.018;1.045
"06";"0520";"Fuente de Cantos";5.045;2.548;2.497
"06";"0536";"Fuente del Arco";838;418;420
"06";"0541";"Fuente del Maestre";6.815;3.394;3.421
"06";"0554";"Fuentes de León";2.789;1.367;1.422
"06";"0567";"Garbayuela";596;317;279
"06";"0573";"Garlitos";784;393;391
"06";"0589";"Garrovilla (La)";2.618;1.353;1.265
"06";"0592";"Granja de Torrehermosa";2.637;1.316;1.321
"06";"0606";"Guareña";7.393;3.718;3.675
"06";"0613";"Haba (La)";1.465;741;724
"06";"0628";"Helechosa de los Montes";789;428;361
"06";"0634";"Herrera del Duque";4.018;2.031;1.987
"06";"0649";"Higuera de la Serena";1.275;650;625
"06";"0652";"Higuera de Llerena";478;236;242
"06";"0665";"Higuera de Vargas";2.239;1.119;1.120
"06";"0671";"Higuera la Real";2.696;1.347;1.349
"06";"0687";"Hinojosa del Valle";605;307;298
"06";"0690";"Hornachos";3.814;1.973;1.841
"06";"0704";"Jerez de los Caballeros";9.409;4.693;4.716
"06";"0711";"Lapa (La)";341;173;168
"06";"0732";"Llera";1.001;512;489
"06";"0747";"Llerena";5.687;2.747;2.940
"06";"0726";"Lobón";2.736;1.404;1.332
"06";"0750";"Magacela";734;377;357
"06";"0763";"Maguilla";1.155;573;582
"06";"0779";"Malcocinado";562;299;263
"06";"0785";"Malpartida de la Serena";800;406;394
"06";"0798";"Manchita";775;388;387
"06";"0802";"Medellín";2.452;1.234;1.218
"06";"0819";"Medina de las Torres";1.536;773;763
"06";"0824";"Mengabril";465;241;224
"06";"0830";"Mérida";50.471;24.660;25.811
"06";"0845";"Mirandilla";1.389;696;693
"06";"0858";"Monesterio";5.252;2.631;2.621
"06";"0861";"Montemolín";1.736;900;836
"06";"0877";"Monterrubio de la Serena";3.138;1.543;1.595
"06";"0883";"Montijo";15.498;7.618;7.880
"06";"0896";"Morera (La)";784;387;397
"06";"0900";"Nava de Santiago (La)";1.204;602;602
"06";"0917";"Navalvillar de Pela";5.055;2.542;2.513
"06";"0922";"Nogales";798;396;402
"06";"0938";"Oliva de la Frontera";6.002;2.993;3.009
"06";"0943";"Oliva de Mérida";2.023;1.006;1.017
"06";"0956";"Olivenza";10.558;5.220;5.338
"06";"0969";"Orellana de la Sierra";392;200;192
"06";"0975";"Orellana la Vieja";3.586;1.798;1.788
"06";"0981";"Palomas";709;380;329
"06";"0994";"Parra (La)";1.401;723;678
"06";"1008";"Peñalsordo";1.592;757;835
"06";"1015";"Peraleda del Zaucejo";682;345;337
"06";"1020";"Puebla de Alcocer";1.488;733;755
"06";"1036";"Puebla de la Calzada";5.520;2.727;2.793
"06";"1041";"Puebla de la Reina";868;446;422
"06";"1073";"Puebla de Obando";2.045;1.033;1.012
"06";"1089";"Puebla de Sancho Pérez";2.940;1.483;1.457
"06";"1054";"Puebla del Maestre";960;471;489
"06";"1067";"Puebla del Prior";595;298;297
"06";"1092";"Quintana de la Serena";5.162;2.596;2.566
"06";"1106";"Reina";237;126;111
"06";"1113";"Rena";676;340;336
"06";"1128";"Retamal de Llerena";590;303;287
"06";"1134";"Ribera del Fresno";3.331;1.624;1.707
"06";"1149";"Risco";231;113;118
"06";"1152";"Roca de la Sierra (La)";1.645;813;832
"06";"1165";"Salvaleón";2.330;1.197;1.133
"06";"1171";"Salvatierra de los Barros";2.001;988;1.013
"06";"1190";"San Pedro de Mérida";810;416;394
"06";"1232";"San Vicente de Alcántara";5.930;2.924;3.006
"06";"1187";"Sancti-Spíritus";303;145;158
"06";"1204";"Santa Amalia";4.356;2.176;2.180
"06";"1211";"Santa Marta";4.081;2.001;2.080
"06";"1226";"Santos de Maimona (Los)";7.929;3.939;3.990
"06";"1247";"Segura de León";2.325;1.155;1.170
"06";"1250";"Siruela";2.528;1.248;1.280
"06";"1263";"Solana de los Barros";2.813;1.424;1.389
"06";"1279";"Talarrubias";3.731;1.842;1.889
"06";"1285";"Talavera la Real";5.338;2.703;2.635
"06";"1298";"Táliga";752;385;367
"06";"1302";"Tamurejo";290;144;146
"06";"1319";"Torre de Miguel Sesmero";1.267;622;645
"06";"1324";"Torremayor";1.121;554;567
"06";"1330";"Torremejía";2.030;1.029;1.001
"06";"1345";"Trasierra";701;375;326
"06";"1358";"Trujillanos";1.316;689;627
"06";"1361";"Usagre";2.124;1.071;1.053
"06";"1377";"Valdecaballeros";1.475;743;732
"06";"9017";"Valdelacalzada";2.580;1.331;1.249
"06";"1383";"Valdetorres";1.394;709;685
"06";"1396";"Valencia de las Torres";875;441;434
"06";"1400";"Valencia del Mombuey";839;408;431
"06";"1417";"Valencia del Ventoso";2.417;1.180;1.237
"06";"1469";"Valle de la Serena";1.633;803;830
"06";"1475";"Valle de Matamoros";522;256;266
"06";"1481";"Valle de Santa Ana";1.271;644;627
"06";"1422";"Valverde de Burguillos";390;198;192
"06";"1438";"Valverde de Leganés";3.745;1.892;1.853
"06";"1443";"Valverde de Llerena";864;417;447
"06";"1456";"Valverde de Mérida";1.150;576;574
"06";"1494";"Villafranca de los Barros";12.444;6.147;6.297
"06";"1507";"Villagarcía de la Torre";1.036;526;510
"06";"1514";"Villagonzalo";1.504;725;779
"06";"1529";"Villalba de los Barros";1.757;900;857
"06";"1535";"Villanueva de la Serena";23.745;11.719;12.026
"06";"1540";"Villanueva del Fresno";3.332;1.671;1.661
"06";"1566";"Villar de Rena";1.720;914;806
"06";"1553";"Villar del Rey";2.336;1.197;1.139
"06";"1572";"Villarta de los Montes";707;348;359
"06";"1588";"Zafra";15.001;7.196;7.805
"06";"1591";"Zahínos";3.096;1.551;1.545
"06";"1605";"Zalamea de la Serena";4.712;2.322;2.390
"06";"1612";"Zarza-Capilla";526;278;248
"06";"1627";"Zarza (La)";3.622;1.838;1.784
"07";"0027";"Alaior";7.046;3.490;3.556
"07";"0012";"Alaró";3.834;1.834;2.000
"07";"0033";"Alcúdia";10.581;5.345;5.236
"07";"0048";"Algaida";3.542;1.766;1.776
"07";"0051";"Andraitx";8.333;4.164;4.169
"07";"9013";"Ariany";772;379;393
"07";"0064";"Artà";5.936;2.963;2.973
"07";"0070";"Bañalbufar";503;264;239
"07";"0086";"Binissalem";5.019;2.424;2.595
"07";"0099";"Búger";951;470;481
"07";"0103";"Bunyola";4.338;2.144;2.194
"07";"0110";"Calvià";32.587;16.293;16.294
"07";"0125";"Campanet";2.277;1.115;1.162
"07";"0131";"Campos";6.944;3.478;3.466
"07";"0146";"Capdepera";6.752;3.374;3.378
"07";"0645";"Castell (Es)";6.005;3.017;2.988
"07";"0159";"Ciutadella de Menorca";21.785;10.853;10.932
"07";"0162";"Consell";2.210;1.090;1.120
"07";"0178";"Costitx";849;415;434
"07";"0184";"Deyá";625;311;314
"07";"0260";"Eivissa";31.582;15.728;15.854
"07";"0197";"Escorca";275;148;127
"07";"0201";"Esporles";3.811;1.900;1.911
"07";"0218";"Estellenchs";338;176;162
"07";"0223";"Felanitx";14.600;7.268;7.332
"07";"0239";"Ferreries";3.921;2.050;1.871
"07";"0244";"Formentera";5.859;2.966;2.893
"07";"0257";"Fornalutx";580;290;290
"07";"0276";"Inca";21.103;10.425;10.678
"07";"0282";"Lloret de Vista Alegre";837;415;422
"07";"0295";"Lloseta";4.529;2.231;2.298
"07";"0309";"Llubí";1.893;926;967
"07";"0316";"Llucmajor";21.771;10.804;10.967
"07";"0321";"Mahón";22.358;10.878;11.480
"07";"0337";"Manacor";30.177;14.988;15.189
"07";"0342";"Mancor de la Vall";936;453;483
"07";"0355";"María de la Salud";1.733;861;872
"07";"0368";"Marratxí";18.084;9.101;8.983
"07";"0374";"Mercadal (Es)";2.723;1.353;1.370
"07";"9028";"Migjorn Gran (Es)";1.126;576;550
"07";"0380";"Montuïri";2.235;1.105;1.130
"07";"0393";"Muro";6.028;2.979;3.049
"07";"0407";"Palma de Mallorca";319.181;154.748;164.433
"07";"0414";"Petra";2.571;1.244;1.327
"07";"0440";"Pobla (Sa)";10.064;5.169;4.895
"07";"0429";"Pollença";13.450;6.713;6.737
"07";"0435";"Porreres";4.226;2.102;2.124
"07";"0453";"Puigpunyent";1.163;576;587
"07";"0598";"Salines (Ses)";3.240;1.642;1.598
"07";"0488";"San José";13.364;6.815;6.549
"07";"0466";"Sant Antoni de Portmany";14.849;7.507;7.342
"07";"0491";"Sant Joan";1.662;826;836
"07";"0504";"Sant Joan de Labritja";3.943;1.991;1.952
"07";"0511";"Sant Llorenç des Cardassar";5.594;2.793;2.801
"07";"0526";"Sant Lluís";4.106;2.058;2.048
"07";"0532";"Santa Eugènia";1.114;548;566
"07";"0547";"Santa Eulalia del Río";20.306;10.274;10.032
"07";"0550";"Santa Margalida";7.107;3.532;3.575
"07";"0563";"Santa María del Camí";4.558;2.243;2.315
"07";"0579";"Santanyí";7.974;4.026;3.948
"07";"0585";"Selva";2.918;1.425;1.493
"07";"0472";"Sencelles";1.969;1.009;960
"07";"0602";"Sineu";2.616;1.278;1.338
"07";"0619";"Sóller";11.207;5.565;5.642
"07";"0624";"Son Servera";8.065;4.061;4.004
"07";"0630";"Valldemosa";1.599;779;820
"07";"0658";"Vilafranca de Bonany";2.249;1.101;1.148
"08";"0018";"Abrera";7.373;3.791;3.582
"08";"0023";"Aguilar de Segarra";211;104;107
"08";"0142";"Aiguafreda";2.150;1.047;1.103
"08";"0039";"Alella";7.889;3.901;3.988
"08";"0044";"Alpens";273;150;123
"08";"0057";"Ametlla del Vallès (L')";5.041;2.477;2.564
"08";"0060";"Arenys de Mar";12.238;5.904;6.334
"08";"0076";"Arenys de Munt";5.759;2.837;2.922
"08";"0082";"Argençola";163;79;84
"08";"0095";"Argentona";8.959;4.476;4.483
"08";"0109";"Artés";4.271;2.123;2.148
"08";"0116";"Avià";1.813;919;894
"08";"0121";"Avinyó";2.000;990;1.010
"08";"0137";"Avinyonet del Penedès";1.187;622;565
"08";"0155";"Badalona";209.606;103.498;106.108
"08";"9045";"Badia del Vallès";16.085;8.110;7.975
"08";"0168";"Bagà";2.096;1.014;1.082
"08";"0174";"Balenyà";3.119;1.554;1.565
"08";"0180";"Balsareny";3.268;1.613;1.655
"08";"2520";"Barberà del Vallès";26.112;13.109;13.003
"08";"0193";"Barcelona";1.505.581;703.231;802.350
"08";"0207";"Begues";3.580;1.812;1.768
"08";"0214";"Bellprat";89;50;39
"08";"0229";"Berga";14.173;6.910;7.263
"08";"0235";"Bigues i Riells";4.629;2.414;2.215
"08";"0240";"Borredà";457;221;236
"08";"0253";"Bruc (El)";928;483;445
"08";"0266";"Brull (El)";191;104;87
"08";"0272";"Cabanyes (Les)";505;268;237
"08";"0291";"Cabrera de Mar";3.561;1.809;1.752
"08";"0288";"Cabrera d'Igualada";384;217;167
"08";"0305";"Cabrils";4.112;1.992;2.120
"08";"0312";"Calaf";3.055;1.499;1.556
"08";"0348";"Calders";698;365;333
"08";"0333";"Caldes de Montbui";12.673;6.261;6.412
"08";"0327";"Caldes d'Estrac";1.808;858;950
"08";"0351";"Calella";12.187;5.800;6.387
"08";"0370";"Calldetenes";1.872;950;922
"08";"0386";"Callús";1.334;658;676
"08";"0364";"Calonge de Segarra";188;99;89
"08";"0399";"Campins";262;129;133
"08";"0403";"Canet de Mar";9.613;4.708;4.905
"08";"0410";"Canovelles";13.106;6.599;6.507
"08";"0425";"Cànoves i Samalús";1.659;843;816
"08";"0431";"Canyelles";1.534;810;724
"08";"0446";"Capellades";4.974;2.425;2.549
"08";"0459";"Capolat";68;41;27
"08";"0462";"Cardedeu";11.317;5.630;5.687
"08";"0478";"Cardona";5.720;2.775;2.945
"08";"0484";"Carme";677;349;328
"08";"0497";"Casserres";1.628;783;845
"08";"0575";"Castell de l'Areny";48;30;18
"08";"0522";"Castellar de n'Hug";175;87;88
"08";"0500";"Castellar del Riu";98;55;43
"08";"0517";"Castellar del Vallès";16.224;8.106;8.118
"08";"0538";"Castellbell i el Vilar";2.604;1.294;1.310
"08";"0543";"Castellbisbal";6.702;3.437;3.265
"08";"0556";"Castellcir";335;188;147
"08";"0569";"Castelldefels";41.194;20.529;20.665
"08";"0581";"Castellet i la Gornal";1.308;658;650
"08";"0608";"Castellfollit de Riubregós";239;119;120
"08";"0594";"Castellfollit del Boix";364;178;186
"08";"0615";"Castellgalí";853;440;413
"08";"0620";"Castellnou de Bages";415;217;198
"08";"0636";"Castellolí";432;222;210
"08";"0641";"Castellterçol";2.013;977;1.036
"08";"0654";"Castellví de la Marca";1.459;738;721
"08";"0667";"Castellví de Rosanes";996;515;481
"08";"0673";"Centelles";5.728;2.836;2.892
"08";"2687";"Cercs";1.483;727;756
"08";"2665";"Cerdanyola del Vallès";51.305;25.710;25.595
"08";"0689";"Cervelló";7.682;3.870;3.812
"08";"0692";"Collbató";1.712;922;790
"08";"0706";"Collsuspina";262;134;128
"08";"0713";"Copons";271;130;141
"08";"0728";"Corbera de Llobregat";8.246;4.179;4.067
"08";"0734";"Cornellà de Llobregat";80.329;39.415;40.914
"08";"0749";"Cubelles";5.390;2.709;2.681
"08";"0752";"Dosrius";2.538;1.304;1.234
"08";"0765";"Esparreguera";15.548;7.835;7.713
"08";"0771";"Esplugues de Llobregat";46.304;22.823;23.481
"08";"0787";"Espunyola (L')";282;145;137
"08";"0790";"Estany (L')";390;185;205
"08";"1347";"Figaró-Montmany";777;409;368
"08";"0804";"Fígols";53;29;24
"08";"0811";"Fogars de Montclús";309;165;144
"08";"0826";"Fogars de Tordera";642;329;313
"08";"0832";"Folgueroles";1.404;707;697
"08";"0847";"Fonollosa";852;434;418
"08";"0850";"Font-rubí";1.225;630;595
"08";"0863";"Franqueses del Vallès (Les)";11.156;5.581;5.575
"08";"0902";"Gaià";164;88;76
"08";"0879";"Gallifa";157;84;73
"08";"0885";"Garriga (La)";10.929;5.277;5.652
"08";"0898";"Gavà";38.813;19.352;19.461
"08";"0919";"Gelida";4.220;2.093;2.127
"08";"0924";"Gironella";5.001;2.421;2.580
"08";"0930";"Gisclareny";33;18;15
"08";"0945";"Granada (La)";1.325;634;691
"08";"0958";"Granera";59;37;22
"08";"0961";"Granollers";51.600;25.183;26.417
"08";"0977";"Gualba";737;388;349
"08";"0996";"Guardiola de Berguedà";1.003;507;496
"08";"1000";"Gurb";1.852;943;909
"08";"1017";"Hospitalet de Llobregat (L')";248.521;121.667;126.854
"08";"1629";"Hostalets de Pierola (Els)";1.209;627;582
"08";"1022";"Igualada";32.526;15.774;16.752
"08";"1038";"Jorba";575;272;303
"08";"1043";"Llacuna (La)";811;417;394
"08";"1056";"Llagosta (La)";11.554;5.739;5.815
"08";"1075";"Lliçà d'Amunt";8.530;4.440;4.090
"08";"1081";"Lliçà de Vall";4.757;2.440;2.317
"08";"1069";"Llinars del Vallès";6.468;3.262;3.206
"08";"1094";"Lluçà";281;154;127
"08";"1108";"Malgrat de Mar";13.012;6.442;6.570
"08";"1115";"Malla";255;122;133
"08";"1120";"Manlleu";17.172;8.507;8.665
"08";"1136";"Manresa";64.067;30.728;33.339
"08";"2423";"Marganell";213;95;118
"08";"1141";"Martorell";18.916;9.501;9.415
"08";"1154";"Martorelles";4.912;2.482;2.430
"08";"1167";"Masies de Roda (Les)";632;313;319
"08";"1173";"Masies de Voltregà (Les)";2.608;1.272;1.336
"08";"1189";"Masnou (El)";20.794;10.011;10.783
"08";"1192";"Masquefa";3.764;1.905;1.859
"08";"1206";"Matadepera";6.362;3.192;3.170
"08";"1213";"Mataró";103.265;50.636;52.629
"08";"1228";"Mediona";1.304;668;636
"08";"1385";"Moià";3.846;1.884;1.962
"08";"1234";"Molins de Rei";18.960;9.322;9.638
"08";"1249";"Mollet del Vallès";44.170;22.067;22.103
"08";"1287";"Monistrol de Calders";614;299;315
"08";"1271";"Monistrol de Montserrat";2.487;1.251;1.236
"08";"1252";"Montcada i Reixac";26.886;13.242;13.644
"08";"1304";"Montclar";120;60;60
"08";"1311";"Montesquiu";850;421;429
"08";"1265";"Montgat";7.783;3.827;3.956
"08";"1326";"Montmajor";488;249;239
"08";"1332";"Montmaneu";201;110;91
"08";"1350";"Montmeló";8.059;4.007;4.052
"08";"1363";"Montornès del Vallès";12.098;6.052;6.046
"08";"1379";"Montseny";286;150;136
"08";"1290";"Muntanyola";266;144;122
"08";"1398";"Mura";218;119;99
"08";"1402";"Navarcles";5.312;2.617;2.695
"08";"1419";"Navàs";5.792;2.850;2.942
"08";"1424";"Nou de Berguedà (La)";151;80;71
"08";"1430";"Òdena";2.667;1.324;1.343
"08";"1458";"Olèrdola";2.058;1.051;1.007
"08";"1461";"Olesa de Bonesvalls";785;413;372
"08";"1477";"Olesa de Montserrat";16.356;8.227;8.129
"08";"1483";"Olivella";1.051;578;473
"08";"1496";"Olost";1.199;586;613
"08";"1445";"Olvan";922;449;473
"08";"1509";"Orís";237;120;117
"08";"1516";"Oristà";662;328;334
"08";"1521";"Orpí";147;77;70
"08";"1537";"Òrrius";419;216;203
"08";"1542";"Pacs del Penedès";635;319;316
"08";"1555";"Palafolls";4.612;2.311;2.301
"08";"1568";"Palau de Plegamans";10.393;5.303;5.090
"08";"1574";"Pallejà";7.001;3.501;3.500
"08";"1580";"Papiol (El)";3.427;1.700;1.727
"08";"1593";"Parets del Vallès";13.513;6.824;6.689
"08";"1607";"Perafita";336;167;169
"08";"1614";"Piera";8.031;4.089;3.942
"08";"1635";"Pineda de Mar";18.585;9.279;9.306
"08";"1640";"Pla del Penedès (El)";917;459;458
"08";"1653";"Pobla de Claramunt (La)";1.657;840;817
"08";"1666";"Pobla de Lillet (La)";1.527;749;778
"08";"1672";"Polinyà";4.246;2.172;2.074
"08";"1825";"Pont de Vilomara i Rocafort (El)";2.483;1.263;1.220
"08";"1688";"Pontons";299;160;139
"08";"1691";"Prat de Llobregat (El)";62.514;31.227;31.287
"08";"1712";"Prats de Lluçanès";2.741;1.348;1.393
"08";"1705";"Prats de Rei (Els)";558;274;284
"08";"2303";"Premià de Dalt";8.043;4.041;4.002
"08";"1727";"Premià de Mar";25.529;12.735;12.794
"08";"1751";"Puig-reig";4.436;2.137;2.299
"08";"1748";"Puigdàlber";319;147;172
"08";"1764";"Pujalt";185;95;90
"08";"1770";"Quar (La)";60;31;29
"08";"1786";"Rajadell";345;182;163
"08";"1799";"Rellinars";343;174;169
"08";"1803";"Ripollet";29.155;14.575;14.580
"08";"1810";"Roca del Vallès (La)";6.953;3.481;3.472
"08";"1831";"Roda de Ter";5.076;2.448;2.628
"08";"1846";"Rubí";55.728;27.890;27.838
"08";"1859";"Rubió";118;61;57
"08";"9019";"Rupit i Pruit";343;173;170
"08";"1878";"Sabadell";184.859;89.881;94.978
"08";"1884";"Sagàs";159;85;74
"08";"1901";"Saldes";346;190;156
"08";"1918";"Sallent";7.287;3.526;3.761
"08";"1944";"Sant Adrià de Besòs";32.830;16.212;16.618
"08";"1957";"Sant Agustí de Lluçanès";107;55;52
"08";"1960";"Sant Andreu de la Barca";18.854;9.602;9.252
"08";"1976";"Sant Andreu de Llavaneres";6.418;3.183;3.235
"08";"1982";"Sant Antoni de Vilamajor";3.063;1.528;1.535
"08";"1995";"Sant Bartomeu del Grau";1.224;657;567
"08";"2009";"Sant Boi de Llobregat";78.632;39.121;39.511
"08";"2016";"Sant Boi de Lluçanès";554;275;279
"08";"2037";"Sant Cebrià de Vallalta";1.470;780;690
"08";"2021";"Sant Celoni";12.840;6.382;6.458
"08";"2042";"Sant Climent de Llobregat";2.719;1.342;1.377
"08";"2055";"Sant Cugat del Vallès";50.529;24.904;25.625
"08";"2068";"Sant Cugat Sesgarrigues";734;384;350
"08";"2074";"Sant Esteve de Palautordera";1.324;668;656
"08";"2080";"Sant Esteve Sesrovires";4.682;2.517;2.165
"08";"2107";"Sant Feliu de Codines";4.115;2.010;2.105
"08";"2114";"Sant Feliu de Llobregat";35.958;17.753;18.205
"08";"2129";"Sant Feliu Sasserra";648;318;330
"08";"2093";"Sant Fost de Campsentelles";5.854;2.965;2.889
"08";"2135";"Sant Fruitós de Bages";5.330;2.662;2.668
"08";"2153";"Sant Hipòlit de Voltregà";2.947;1.439;1.508
"08";"1939";"Sant Iscle de Vallalta";725;383;342
"08";"2166";"Sant Jaume de Frontanyà";30;16;14
